dataset_id	method_id	dataset_loader	dataset_group	method_group	metric_id	value
totalvispleenlymph_spleen_lymph_111_JE	baseline_pca	totalvispleenlymph	JE	baseline	cc_cons	0.14041012498052258
totalvispleenlymph_spleen_lymph_111_JE	baseline_umap	totalvispleenlymph	JE	baseline	cc_cons	0.02195684733858605
totalvispleenlymph_spleen_lymph_111_JE	dummy_random	totalvispleenlymph	JE	dummy	cc_cons	0.002704199405555663
totalvispleenlymph_spleen_lymph_111_JE	dummy_solution	totalvispleenlymph	JE	dummy	cc_cons	0
totalvispleenlymph_spleen_lymph_111_JE	dummy_zeros	totalvispleenlymph	JE	dummy	cc_cons	NA
totalvispleenlymph_spleen_lymph_206_JE	baseline_lmds	totalvispleenlymph	JE	baseline	cc_cons	0.5208218067223119
totalvispleenlymph_spleen_lymph_206_JE	baseline_mnn	totalvispleenlymph	JE	baseline	cc_cons	0.450054748020736
totalvispleenlymph_spleen_lymph_206_JE	baseline_pca	totalvispleenlymph	JE	baseline	cc_cons	0.34990619895537634
totalvispleenlymph_spleen_lymph_206_JE	baseline_umap	totalvispleenlymph	JE	baseline	cc_cons	0.10894859223119441
totalvispleenlymph_spleen_lymph_206_JE	dummy_random	totalvispleenlymph	JE	dummy	cc_cons	0.006565779253080328
totalvispleenlymph_spleen_lymph_206_JE	dummy_solution	totalvispleenlymph	JE	dummy	cc_cons	0.1341343780077056
totalvispleenlymph_spleen_lymph_206_JE	dummy_zeros	totalvispleenlymph	JE	dummy	cc_cons	NA
10x_5k_pbmc_protein_v3_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_JE	baseline_pca	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_JE	baseline_umap	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_5k_pbmc_protein_v3_JE	dummy_solution	10x	JE	dummy	correct_format	1
10x_5k_pbmc_protein_v3_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_pca	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_umap	10x	JE	baseline	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_solution	10x	JE	dummy	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_e18_mouse_brain_fresh_5k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_e18_mouse_brain_fresh_5k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_e18_mouse_brain_fresh_5k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_e18_mouse_brain_fresh_5k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_e18_mouse_brain_fresh_5k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_e18_mouse_brain_fresh_5k_JE	dummy_solution	10x	JE	dummy	correct_format	1
10x_e18_mouse_brain_fresh_5k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_human_brain_3k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_human_brain_3k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_human_brain_3k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_human_brain_3k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_human_brain_3k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_human_brain_3k_JE	dummy_solution	10x	JE	dummy	correct_format	1
10x_human_brain_3k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_lymph_node_lymphoma_14k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_lymph_node_lymphoma_14k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_lymph_node_lymphoma_14k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_lymph_node_lymphoma_14k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_lymph_node_lymphoma_14k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_lymph_node_lymphoma_14k_JE	dummy_solution	10x	JE	dummy	correct_format	0
10x_lymph_node_lymphoma_14k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_malt_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_malt_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_malt_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	correct_format	1
10x_malt_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	correct_format	1
10x_malt_10k_protein_v3_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_malt_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	correct_format	0
10x_malt_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_pbmc_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_pbmc_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_pbmc_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	correct_format	1
10x_pbmc_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	correct_format	1
10x_pbmc_10k_protein_v3_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_pbmc_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	correct_format	0
10x_pbmc_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_pbmc_granulocyte_sorted_10k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_pbmc_granulocyte_sorted_10k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_pbmc_granulocyte_sorted_10k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_pbmc_granulocyte_sorted_10k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_pbmc_granulocyte_sorted_10k_JE	dummy_solution	10x	JE	dummy	correct_format	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_pbmc_granulocyte_sorted_3k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_pbmc_granulocyte_sorted_3k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_pbmc_granulocyte_sorted_3k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_pbmc_granulocyte_sorted_3k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_pbmc_granulocyte_sorted_3k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_pbmc_granulocyte_sorted_3k_JE	dummy_solution	10x	JE	dummy	correct_format	1
10x_pbmc_granulocyte_sorted_3k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_pbmc_unsorted_10k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_pbmc_unsorted_10k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_pbmc_unsorted_10k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_pbmc_unsorted_10k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_pbmc_unsorted_10k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_pbmc_unsorted_10k_JE	dummy_solution	10x	JE	dummy	correct_format	0
10x_pbmc_unsorted_10k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
10x_pbmc_unsorted_3k_JE	baseline_lmds	10x	JE	baseline	correct_format	1
10x_pbmc_unsorted_3k_JE	baseline_mnn	10x	JE	baseline	correct_format	1
10x_pbmc_unsorted_3k_JE	baseline_pca	10x	JE	baseline	correct_format	0
10x_pbmc_unsorted_3k_JE	baseline_umap	10x	JE	baseline	correct_format	0
10x_pbmc_unsorted_3k_JE	dummy_random	10x	JE	dummy	correct_format	1
10x_pbmc_unsorted_3k_JE	dummy_solution	10x	JE	dummy	correct_format	1
10x_pbmc_unsorted_3k_JE	dummy_zeros	10x	JE	dummy	correct_format	1
azimuth_ref_JE	baseline_lmds	azimuth	JE	baseline	correct_format	1
azimuth_ref_JE	baseline_mnn	azimuth	JE	baseline	correct_format	0
azimuth_ref_JE	baseline_pca	azimuth	JE	baseline	correct_format	0
azimuth_ref_JE	baseline_umap	azimuth	JE	baseline	correct_format	0
azimuth_ref_JE	dummy_random	azimuth	JE	dummy	correct_format	1
azimuth_ref_JE	dummy_solution	azimuth	JE	dummy	correct_format	0
azimuth_ref_JE	dummy_zeros	azimuth	JE	dummy	correct_format	1
babel_GM12878_JE	baseline_lmds	babel	JE	baseline	correct_format	1
babel_GM12878_JE	baseline_mnn	babel	JE	baseline	correct_format	1
babel_GM12878_JE	baseline_pca	babel	JE	baseline	correct_format	0
babel_GM12878_JE	baseline_umap	babel	JE	baseline	correct_format	0
babel_GM12878_JE	dummy_random	babel	JE	dummy	correct_format	1
babel_GM12878_JE	dummy_solution	babel	JE	dummy	correct_format	1
babel_GM12878_JE	dummy_zeros	babel	JE	dummy	correct_format	1
dyngen_atac_1_JE	baseline_lmds	dyngen	JE	baseline	correct_format	1
dyngen_atac_1_JE	baseline_mnn	dyngen	JE	baseline	correct_format	1
dyngen_atac_1_JE	baseline_pca	dyngen	JE	baseline	correct_format	1
dyngen_atac_1_JE	baseline_umap	dyngen	JE	baseline	correct_format	1
dyngen_atac_1_JE	dummy_random	dyngen	JE	dummy	correct_format	1
dyngen_atac_1_JE	dummy_solution	dyngen	JE	dummy	correct_format	1
dyngen_atac_1_JE	dummy_zeros	dyngen	JE	dummy	correct_format	1
dyngen_atac_2_JE	baseline_lmds	dyngen	JE	baseline	correct_format	1
dyngen_atac_2_JE	baseline_mnn	dyngen	JE	baseline	correct_format	1
dyngen_atac_2_JE	baseline_pca	dyngen	JE	baseline	correct_format	1
dyngen_atac_2_JE	baseline_umap	dyngen	JE	baseline	correct_format	1
dyngen_atac_2_JE	dummy_random	dyngen	JE	dummy	correct_format	1
dyngen_atac_2_JE	dummy_solution	dyngen	JE	dummy	correct_format	1
dyngen_atac_2_JE	dummy_zeros	dyngen	JE	dummy	correct_format	1
dyngen_atac_3_JE	baseline_lmds	dyngen	JE	baseline	correct_format	1
dyngen_atac_3_JE	baseline_mnn	dyngen	JE	baseline	correct_format	1
dyngen_atac_3_JE	baseline_pca	dyngen	JE	baseline	correct_format	1
dyngen_atac_3_JE	baseline_umap	dyngen	JE	baseline	correct_format	1
dyngen_atac_3_JE	dummy_random	dyngen	JE	dummy	correct_format	1
dyngen_atac_3_JE	dummy_solution	dyngen	JE	dummy	correct_format	1
dyngen_atac_3_JE	dummy_zeros	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_1_JE	baseline_lmds	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_1_JE	baseline_mnn	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_1_JE	baseline_pca	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_1_JE	baseline_umap	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_1_JE	dummy_random	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_1_JE	dummy_solution	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_1_JE	dummy_zeros	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_2_JE	baseline_lmds	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_2_JE	baseline_mnn	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_2_JE	baseline_pca	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_2_JE	baseline_umap	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_2_JE	dummy_random	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_2_JE	dummy_solution	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_2_JE	dummy_zeros	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_3_JE	baseline_lmds	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_3_JE	baseline_mnn	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_3_JE	baseline_pca	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_3_JE	baseline_umap	dyngen	JE	baseline	correct_format	1
dyngen_citeseq_3_JE	dummy_random	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_3_JE	dummy_solution	dyngen	JE	dummy	correct_format	1
dyngen_citeseq_3_JE	dummy_zeros	dyngen	JE	dummy	correct_format	1
openproblems_bmmc_multiome_JE	baseline_lmds	openproblems	JE	baseline	correct_format	1
openproblems_bmmc_multiome_JE	baseline_mnn	openproblems	JE	baseline	correct_format	1
openproblems_bmmc_multiome_JE	baseline_pca	openproblems	JE	baseline	correct_format	0
openproblems_bmmc_multiome_JE	baseline_umap	openproblems	JE	baseline	correct_format	0
openproblems_bmmc_multiome_JE	dummy_random	openproblems	JE	dummy	correct_format	1
openproblems_bmmc_multiome_JE	dummy_solution	openproblems	JE	dummy	correct_format	0
openproblems_bmmc_multiome_JE	dummy_zeros	openproblems	JE	dummy	correct_format	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_lmds	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_mnn	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_pca	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_umap	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_111_JE	dummy_random	totalvispleenlymph	JE	dummy	correct_format	1
totalvispleenlymph_spleen_lymph_111_JE	dummy_solution	totalvispleenlymph	JE	dummy	correct_format	0
totalvispleenlymph_spleen_lymph_111_JE	dummy_zeros	totalvispleenlymph	JE	dummy	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_lmds	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_mnn	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_pca	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_umap	totalvispleenlymph	JE	baseline	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	dummy_random	totalvispleenlymph	JE	dummy	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	dummy_solution	totalvispleenlymph	JE	dummy	correct_format	1
totalvispleenlymph_spleen_lymph_206_JE	dummy_zeros	totalvispleenlymph	JE	dummy	correct_format	1
10x_5k_pbmc_protein_v3_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_JE	baseline_pca	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_JE	baseline_umap	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_JE	dummy_random	10x	JE	dummy	finished	1
10x_5k_pbmc_protein_v3_JE	dummy_solution	10x	JE	dummy	finished	1
10x_5k_pbmc_protein_v3_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_pca	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_umap	10x	JE	baseline	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_random	10x	JE	dummy	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_solution	10x	JE	dummy	finished	1
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_e18_mouse_brain_fresh_5k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_e18_mouse_brain_fresh_5k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_e18_mouse_brain_fresh_5k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_e18_mouse_brain_fresh_5k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_e18_mouse_brain_fresh_5k_JE	dummy_random	10x	JE	dummy	finished	1
10x_e18_mouse_brain_fresh_5k_JE	dummy_solution	10x	JE	dummy	finished	1
10x_e18_mouse_brain_fresh_5k_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_human_brain_3k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_human_brain_3k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_human_brain_3k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_human_brain_3k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_human_brain_3k_JE	dummy_random	10x	JE	dummy	finished	1
10x_human_brain_3k_JE	dummy_solution	10x	JE	dummy	finished	1
10x_human_brain_3k_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_lymph_node_lymphoma_14k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_lymph_node_lymphoma_14k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_lymph_node_lymphoma_14k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_lymph_node_lymphoma_14k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_lymph_node_lymphoma_14k_JE	dummy_random	10x	JE	dummy	finished	1
10x_lymph_node_lymphoma_14k_JE	dummy_solution	10x	JE	dummy	finished	0
10x_lymph_node_lymphoma_14k_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_malt_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_malt_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_malt_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	finished	1
10x_malt_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	finished	1
10x_malt_10k_protein_v3_JE	dummy_random	10x	JE	dummy	finished	1
10x_malt_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	finished	0
10x_malt_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_pbmc_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_pbmc_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_pbmc_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	finished	1
10x_pbmc_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	finished	1
10x_pbmc_10k_protein_v3_JE	dummy_random	10x	JE	dummy	finished	1
10x_pbmc_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	finished	0
10x_pbmc_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_pbmc_granulocyte_sorted_10k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_pbmc_granulocyte_sorted_10k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_pbmc_granulocyte_sorted_10k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_pbmc_granulocyte_sorted_10k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_random	10x	JE	dummy	finished	1
10x_pbmc_granulocyte_sorted_10k_JE	dummy_solution	10x	JE	dummy	finished	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_pbmc_granulocyte_sorted_3k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_pbmc_granulocyte_sorted_3k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_pbmc_granulocyte_sorted_3k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_pbmc_granulocyte_sorted_3k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_pbmc_granulocyte_sorted_3k_JE	dummy_random	10x	JE	dummy	finished	1
10x_pbmc_granulocyte_sorted_3k_JE	dummy_solution	10x	JE	dummy	finished	1
10x_pbmc_granulocyte_sorted_3k_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_pbmc_unsorted_10k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_pbmc_unsorted_10k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_pbmc_unsorted_10k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_pbmc_unsorted_10k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_pbmc_unsorted_10k_JE	dummy_random	10x	JE	dummy	finished	1
10x_pbmc_unsorted_10k_JE	dummy_solution	10x	JE	dummy	finished	0
10x_pbmc_unsorted_10k_JE	dummy_zeros	10x	JE	dummy	finished	1
10x_pbmc_unsorted_3k_JE	baseline_lmds	10x	JE	baseline	finished	1
10x_pbmc_unsorted_3k_JE	baseline_mnn	10x	JE	baseline	finished	1
10x_pbmc_unsorted_3k_JE	baseline_pca	10x	JE	baseline	finished	0
10x_pbmc_unsorted_3k_JE	baseline_umap	10x	JE	baseline	finished	0
10x_pbmc_unsorted_3k_JE	dummy_random	10x	JE	dummy	finished	1
10x_pbmc_unsorted_3k_JE	dummy_solution	10x	JE	dummy	finished	1
10x_pbmc_unsorted_3k_JE	dummy_zeros	10x	JE	dummy	finished	1
azimuth_ref_JE	baseline_lmds	azimuth	JE	baseline	finished	1
azimuth_ref_JE	baseline_mnn	azimuth	JE	baseline	finished	0
azimuth_ref_JE	baseline_pca	azimuth	JE	baseline	finished	0
azimuth_ref_JE	baseline_umap	azimuth	JE	baseline	finished	0
azimuth_ref_JE	dummy_random	azimuth	JE	dummy	finished	1
azimuth_ref_JE	dummy_solution	azimuth	JE	dummy	finished	0
azimuth_ref_JE	dummy_zeros	azimuth	JE	dummy	finished	1
babel_GM12878_JE	baseline_lmds	babel	JE	baseline	finished	1
babel_GM12878_JE	baseline_mnn	babel	JE	baseline	finished	1
babel_GM12878_JE	baseline_pca	babel	JE	baseline	finished	0
babel_GM12878_JE	baseline_umap	babel	JE	baseline	finished	0
babel_GM12878_JE	dummy_random	babel	JE	dummy	finished	1
babel_GM12878_JE	dummy_solution	babel	JE	dummy	finished	1
babel_GM12878_JE	dummy_zeros	babel	JE	dummy	finished	1
dyngen_atac_1_JE	baseline_lmds	dyngen	JE	baseline	finished	1
dyngen_atac_1_JE	baseline_mnn	dyngen	JE	baseline	finished	1
dyngen_atac_1_JE	baseline_pca	dyngen	JE	baseline	finished	1
dyngen_atac_1_JE	baseline_umap	dyngen	JE	baseline	finished	1
dyngen_atac_1_JE	dummy_random	dyngen	JE	dummy	finished	1
dyngen_atac_1_JE	dummy_solution	dyngen	JE	dummy	finished	1
dyngen_atac_1_JE	dummy_zeros	dyngen	JE	dummy	finished	1
dyngen_atac_2_JE	baseline_lmds	dyngen	JE	baseline	finished	1
dyngen_atac_2_JE	baseline_mnn	dyngen	JE	baseline	finished	1
dyngen_atac_2_JE	baseline_pca	dyngen	JE	baseline	finished	1
dyngen_atac_2_JE	baseline_umap	dyngen	JE	baseline	finished	1
dyngen_atac_2_JE	dummy_random	dyngen	JE	dummy	finished	1
dyngen_atac_2_JE	dummy_solution	dyngen	JE	dummy	finished	1
dyngen_atac_2_JE	dummy_zeros	dyngen	JE	dummy	finished	1
dyngen_atac_3_JE	baseline_lmds	dyngen	JE	baseline	finished	1
dyngen_atac_3_JE	baseline_mnn	dyngen	JE	baseline	finished	1
dyngen_atac_3_JE	baseline_pca	dyngen	JE	baseline	finished	1
dyngen_atac_3_JE	baseline_umap	dyngen	JE	baseline	finished	1
dyngen_atac_3_JE	dummy_random	dyngen	JE	dummy	finished	1
dyngen_atac_3_JE	dummy_solution	dyngen	JE	dummy	finished	1
dyngen_atac_3_JE	dummy_zeros	dyngen	JE	dummy	finished	1
dyngen_citeseq_1_JE	baseline_lmds	dyngen	JE	baseline	finished	1
dyngen_citeseq_1_JE	baseline_mnn	dyngen	JE	baseline	finished	1
dyngen_citeseq_1_JE	baseline_pca	dyngen	JE	baseline	finished	1
dyngen_citeseq_1_JE	baseline_umap	dyngen	JE	baseline	finished	1
dyngen_citeseq_1_JE	dummy_random	dyngen	JE	dummy	finished	1
dyngen_citeseq_1_JE	dummy_solution	dyngen	JE	dummy	finished	1
dyngen_citeseq_1_JE	dummy_zeros	dyngen	JE	dummy	finished	1
dyngen_citeseq_2_JE	baseline_lmds	dyngen	JE	baseline	finished	1
dyngen_citeseq_2_JE	baseline_mnn	dyngen	JE	baseline	finished	1
dyngen_citeseq_2_JE	baseline_pca	dyngen	JE	baseline	finished	1
dyngen_citeseq_2_JE	baseline_umap	dyngen	JE	baseline	finished	1
dyngen_citeseq_2_JE	dummy_random	dyngen	JE	dummy	finished	1
dyngen_citeseq_2_JE	dummy_solution	dyngen	JE	dummy	finished	1
dyngen_citeseq_2_JE	dummy_zeros	dyngen	JE	dummy	finished	1
dyngen_citeseq_3_JE	baseline_lmds	dyngen	JE	baseline	finished	1
dyngen_citeseq_3_JE	baseline_mnn	dyngen	JE	baseline	finished	1
dyngen_citeseq_3_JE	baseline_pca	dyngen	JE	baseline	finished	1
dyngen_citeseq_3_JE	baseline_umap	dyngen	JE	baseline	finished	1
dyngen_citeseq_3_JE	dummy_random	dyngen	JE	dummy	finished	1
dyngen_citeseq_3_JE	dummy_solution	dyngen	JE	dummy	finished	1
dyngen_citeseq_3_JE	dummy_zeros	dyngen	JE	dummy	finished	1
openproblems_bmmc_multiome_JE	baseline_lmds	openproblems	JE	baseline	finished	1
openproblems_bmmc_multiome_JE	baseline_mnn	openproblems	JE	baseline	finished	1
openproblems_bmmc_multiome_JE	baseline_pca	openproblems	JE	baseline	finished	0
openproblems_bmmc_multiome_JE	baseline_umap	openproblems	JE	baseline	finished	0
openproblems_bmmc_multiome_JE	dummy_random	openproblems	JE	dummy	finished	1
openproblems_bmmc_multiome_JE	dummy_solution	openproblems	JE	dummy	finished	0
openproblems_bmmc_multiome_JE	dummy_zeros	openproblems	JE	dummy	finished	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_lmds	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_mnn	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_pca	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_111_JE	baseline_umap	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_111_JE	dummy_random	totalvispleenlymph	JE	dummy	finished	1
totalvispleenlymph_spleen_lymph_111_JE	dummy_solution	totalvispleenlymph	JE	dummy	finished	0
totalvispleenlymph_spleen_lymph_111_JE	dummy_zeros	totalvispleenlymph	JE	dummy	finished	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_lmds	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_mnn	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_pca	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_206_JE	baseline_umap	totalvispleenlymph	JE	baseline	finished	1
totalvispleenlymph_spleen_lymph_206_JE	dummy_random	totalvispleenlymph	JE	dummy	finished	1
totalvispleenlymph_spleen_lymph_206_JE	dummy_solution	totalvispleenlymph	JE	dummy	finished	1
totalvispleenlymph_spleen_lymph_206_JE	dummy_zeros	totalvispleenlymph	JE	dummy	finished	1
10x_5k_pbmc_protein_v3_JE	baseline_lmds	10x	JE	baseline	graph_conn	0.49578711410737597
