dataset_id	method_id	dataset_loader	dataset_group	method_group	metric_id	value
10x_lymph_node_lymphoma_14k_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0
10x_lymph_node_lymphoma_14k_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.4972383133503974
10x_lymph_node_lymphoma_14k_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0
10x_lymph_node_lymphoma_14k_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.49710359692846556
10x_malt_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	rfoob_batch_error	0.0018279679090078195
10x_malt_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	rfoob_batch_error	0.3230425510307708
10x_malt_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	rfoob_batch_error	0.05900274195186351
10x_malt_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0.059205849497308824
10x_malt_10k_protein_v3_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.5070579872042247
10x_malt_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0
10x_malt_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.4944653193866152
10x_pbmc_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	rfoob_batch_error	0.0031568722680913063
10x_pbmc_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	rfoob_batch_error	0.3930305973773677
10x_pbmc_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	rfoob_batch_error	0.08438562408936377
10x_pbmc_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0.1093977659057795
10x_pbmc_10k_protein_v3_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.4927149101505585
10x_pbmc_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0
10x_pbmc_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.48142302088392425
10x_pbmc_granulocyte_sorted_10k_JE	baseline_lmds	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_10k_JE	baseline_mnn	10x	JE	baseline	rfoob_batch_error	0.3862362875858259
10x_pbmc_granulocyte_sorted_10k_JE	baseline_pca	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_10k_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.49853997316707443
10x_pbmc_granulocyte_sorted_10k_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.49798753058164313
10x_pbmc_granulocyte_sorted_3k_JE	baseline_lmds	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_3k_JE	baseline_mnn	10x	JE	baseline	rfoob_batch_error	0.3567765567765568
10x_pbmc_granulocyte_sorted_3k_JE	baseline_pca	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_3k_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_granulocyte_sorted_3k_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.5098901098901099
10x_pbmc_granulocyte_sorted_3k_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0.4919413919413919
10x_pbmc_granulocyte_sorted_3k_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.4860805860805861
10x_pbmc_unsorted_10k_JE	baseline_lmds	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_unsorted_10k_JE	baseline_mnn	10x	JE	baseline	rfoob_batch_error	0.3250543745176454
10x_pbmc_unsorted_10k_JE	baseline_pca	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_unsorted_10k_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_unsorted_10k_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.5015084543604855
10x_pbmc_unsorted_10k_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0
10x_pbmc_unsorted_10k_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.49484319090717743
10x_pbmc_unsorted_3k_JE	baseline_lmds	10x	JE	baseline	rfoob_batch_error	3.26477309826967e-4
10x_pbmc_unsorted_3k_JE	baseline_mnn	10x	JE	baseline	rfoob_batch_error	0.36989879203395365
10x_pbmc_unsorted_3k_JE	baseline_pca	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_unsorted_3k_JE	baseline_umap	10x	JE	baseline	rfoob_batch_error	0
10x_pbmc_unsorted_3k_JE	dummy_random	10x	JE	dummy	rfoob_batch_error	0.5099575579497225
10x_pbmc_unsorted_3k_JE	dummy_solution	10x	JE	dummy	rfoob_batch_error	0.4884100555011427
10x_pbmc_unsorted_3k_JE	dummy_zeros	10x	JE	dummy	rfoob_batch_error	0.49559255631733595
azimuth_ref_JE	baseline_lmds	azimuth	JE	baseline	rfoob_batch_error	0
azimuth_ref_JE	baseline_mnn	azimuth	JE	baseline	rfoob_batch_error	0
azimuth_ref_JE	baseline_pca	azimuth	JE	baseline	rfoob_batch_error	0
azimuth_ref_JE	baseline_umap	azimuth	JE	baseline	rfoob_batch_error	0
azimuth_ref_JE	dummy_random	azimuth	JE	dummy	rfoob_batch_error	0
azimuth_ref_JE	dummy_solution	azimuth	JE	dummy	rfoob_batch_error	0
azimuth_ref_JE	dummy_zeros	azimuth	JE	dummy	rfoob_batch_error	0.8377265646250093
babel_GM12878_JE	baseline_lmds	babel	JE	baseline	rfoob_batch_error	8.610792192881745e-4
babel_GM12878_JE	baseline_mnn	babel	JE	baseline	rfoob_batch_error	0.05683122847301952
babel_GM12878_JE	baseline_pca	babel	JE	baseline	rfoob_batch_error	0
babel_GM12878_JE	baseline_umap	babel	JE	baseline	rfoob_batch_error	0
babel_GM12878_JE	dummy_random	babel	JE	dummy	rfoob_batch_error	0.4938289322617681
babel_GM12878_JE	dummy_solution	babel	JE	dummy	rfoob_batch_error	0.014638346727898967
babel_GM12878_JE	dummy_zeros	babel	JE	dummy	rfoob_batch_error	0.4869402985074627
dyngen_atac_1_JE	baseline_lmds	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_1_JE	baseline_mnn	dyngen	JE	baseline	rfoob_batch_error	0.012072434607645875
dyngen_atac_1_JE	baseline_pca	dyngen	JE	baseline	rfoob_batch_error	0.001006036217303823
dyngen_atac_1_JE	baseline_umap	dyngen	JE	baseline	rfoob_batch_error	0.002012072434607646
dyngen_atac_1_JE	dummy_random	dyngen	JE	dummy	rfoob_batch_error	0.34507042253521125
dyngen_atac_1_JE	dummy_solution	dyngen	JE	dummy	rfoob_batch_error	0.4225352112676056
dyngen_atac_1_JE	dummy_zeros	dyngen	JE	dummy	rfoob_batch_error	0.3420523138832998
dyngen_atac_2_JE	baseline_lmds	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_2_JE	baseline_mnn	dyngen	JE	baseline	rfoob_batch_error	0.00909090909090909
dyngen_atac_2_JE	baseline_pca	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_2_JE	baseline_umap	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_2_JE	dummy_random	dyngen	JE	dummy	rfoob_batch_error	0.3474747474747475
dyngen_atac_2_JE	dummy_solution	dyngen	JE	dummy	rfoob_batch_error	0.3808080808080808
dyngen_atac_2_JE	dummy_zeros	dyngen	JE	dummy	rfoob_batch_error	0.3434343434343434
dyngen_atac_3_JE	baseline_lmds	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_3_JE	baseline_mnn	dyngen	JE	baseline	rfoob_batch_error	0.03219315895372234
dyngen_atac_3_JE	baseline_pca	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_3_JE	baseline_umap	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_atac_3_JE	dummy_random	dyngen	JE	dummy	rfoob_batch_error	0.34004024144869216
dyngen_atac_3_JE	dummy_solution	dyngen	JE	dummy	rfoob_batch_error	0.4305835010060362
dyngen_atac_3_JE	dummy_zeros	dyngen	JE	dummy	rfoob_batch_error	0.3420523138832998
dyngen_citeseq_1_JE	baseline_lmds	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_1_JE	baseline_mnn	dyngen	JE	baseline	rfoob_batch_error	0.018145161290322582
dyngen_citeseq_1_JE	baseline_pca	dyngen	JE	baseline	rfoob_batch_error	0.0010080645161290322
dyngen_citeseq_1_JE	baseline_umap	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_1_JE	dummy_random	dyngen	JE	dummy	rfoob_batch_error	0.3487903225806452
dyngen_citeseq_1_JE	dummy_solution	dyngen	JE	dummy	rfoob_batch_error	0.42338709677419356
dyngen_citeseq_1_JE	dummy_zeros	dyngen	JE	dummy	rfoob_batch_error	0.34274193548387094
dyngen_citeseq_2_JE	baseline_lmds	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_2_JE	baseline_mnn	dyngen	JE	baseline	rfoob_batch_error	0.006
dyngen_citeseq_2_JE	baseline_pca	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_2_JE	baseline_umap	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_2_JE	dummy_random	dyngen	JE	dummy	rfoob_batch_error	0.342
dyngen_citeseq_2_JE	dummy_solution	dyngen	JE	dummy	rfoob_batch_error	0.412
dyngen_citeseq_2_JE	dummy_zeros	dyngen	JE	dummy	rfoob_batch_error	0.34
dyngen_citeseq_3_JE	baseline_lmds	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_3_JE	baseline_mnn	dyngen	JE	baseline	rfoob_batch_error	0.015
dyngen_citeseq_3_JE	baseline_pca	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_3_JE	baseline_umap	dyngen	JE	baseline	rfoob_batch_error	0
dyngen_citeseq_3_JE	dummy_random	dyngen	JE	dummy	rfoob_batch_error	0.342
dyngen_citeseq_3_JE	dummy_solution	dyngen	JE	dummy	rfoob_batch_error	0.432
dyngen_citeseq_3_JE	dummy_zeros	dyngen	JE	dummy	rfoob_batch_error	0.34
openproblems_bmmc_multiome_JE	baseline_lmds	openproblems	JE	baseline	rfoob_batch_error	0.28107189635031327
openproblems_bmmc_multiome_JE	baseline_mnn	openproblems	JE	baseline	rfoob_batch_error	0.4084392367871429
openproblems_bmmc_multiome_JE	baseline_pca	openproblems	JE	baseline	rfoob_batch_error	0
openproblems_bmmc_multiome_JE	baseline_umap	openproblems	JE	baseline	rfoob_batch_error	0
openproblems_bmmc_multiome_JE	dummy_random	openproblems	JE	dummy	rfoob_batch_error	0.775177882402917
openproblems_bmmc_multiome_JE	dummy_solution	openproblems	JE	dummy	rfoob_batch_error	0
openproblems_bmmc_multiome_JE	dummy_zeros	openproblems	JE	dummy	rfoob_batch_error	0.7614074834507416
totalvispleenlymph_spleen_lymph_111_JE	baseline_lmds	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.006714998811504635
totalvispleenlymph_spleen_lymph_111_JE	baseline_mnn	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.12473258854290468
totalvispleenlymph_spleen_lymph_111_JE	baseline_pca	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.03458521511766104
totalvispleenlymph_spleen_lymph_111_JE	baseline_umap	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.04028999286902781
totalvispleenlymph_spleen_lymph_111_JE	dummy_random	totalvispleenlymph	JE	dummy	rfoob_batch_error	0.4617304492512479
totalvispleenlymph_spleen_lymph_111_JE	dummy_solution	totalvispleenlymph	JE	dummy	rfoob_batch_error	0
totalvispleenlymph_spleen_lymph_111_JE	dummy_zeros	totalvispleenlymph	JE	dummy	rfoob_batch_error	0.4494889469931067
totalvispleenlymph_spleen_lymph_206_JE	baseline_lmds	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.00663716814159292
totalvispleenlymph_spleen_lymph_206_JE	baseline_mnn	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.14266750948166879
totalvispleenlymph_spleen_lymph_206_JE	baseline_pca	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.02895069532237674
totalvispleenlymph_spleen_lymph_206_JE	baseline_umap	totalvispleenlymph	JE	baseline	rfoob_batch_error	0.026359039190897597
totalvispleenlymph_spleen_lymph_206_JE	dummy_random	totalvispleenlymph	JE	dummy	rfoob_batch_error	0.4650442477876106
totalvispleenlymph_spleen_lymph_206_JE	dummy_solution	totalvispleenlymph	JE	dummy	rfoob_batch_error	0.17572692793931732
totalvispleenlymph_spleen_lymph_206_JE	dummy_zeros	totalvispleenlymph	JE	dummy	rfoob_batch_error	0.4491150442477876
10x_5k_pbmc_protein_v3_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9377820760799485
10x_5k_pbmc_protein_v3_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.9156995486782721
10x_5k_pbmc_protein_v3_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0.8239845261121856
10x_5k_pbmc_protein_v3_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0.8010960670535139
10x_5k_pbmc_protein_v3_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.27611218568665374
10x_5k_pbmc_protein_v3_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0.9901676337846551
10x_5k_pbmc_protein_v3_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.281431334622824
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9464989390724462
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.9299787814489239
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0.8607153682934222
10x_5k_pbmc_protein_v3_nextgem_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0.835101545923007
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.23916338284328587
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0.44725674446802066
10x_5k_pbmc_protein_v3_nextgem_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.24946953622309787
10x_e18_mouse_brain_fresh_5k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9230922494520821
10x_e18_mouse_brain_fresh_5k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.8581390715281929
10x_e18_mouse_brain_fresh_5k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_e18_mouse_brain_fresh_5k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_e18_mouse_brain_fresh_5k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.22773460848774651
10x_e18_mouse_brain_fresh_5k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0.9806734409244869
10x_e18_mouse_brain_fresh_5k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.23929069535764091
10x_human_brain_3k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9234957020057306
10x_human_brain_3k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.9151862464183381
10x_human_brain_3k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_human_brain_3k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_human_brain_3k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.2724928366762178
10x_human_brain_3k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0.9595988538681949
10x_human_brain_3k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.2733524355300859
10x_lymph_node_lymphoma_14k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.862521891418564
10x_lymph_node_lymphoma_14k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.8443351744577664
10x_lymph_node_lymphoma_14k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_lymph_node_lymphoma_14k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_lymph_node_lymphoma_14k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.27280075441196283
10x_lymph_node_lymphoma_14k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0
10x_lymph_node_lymphoma_14k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.28263505321298665
10x_malt_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9114451101858434
10x_malt_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.8950949527774956
10x_malt_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0.7510917030567685
10x_malt_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0.6997054940591043
10x_malt_10k_protein_v3_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.23052706408043055
10x_malt_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0
10x_malt_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.24545546867066115
10x_pbmc_10k_protein_v3_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9210781932977173
10x_pbmc_10k_protein_v3_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.9102719766877125
10x_pbmc_10k_protein_v3_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0.7737979601748421
10x_pbmc_10k_protein_v3_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0.721830985915493
10x_pbmc_10k_protein_v3_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.17860611947547356
10x_pbmc_10k_protein_v3_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0
10x_pbmc_10k_protein_v3_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.19366197183098588
10x_pbmc_granulocyte_sorted_10k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9428616525925342
10x_pbmc_granulocyte_sorted_10k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.9219477547154921
10x_pbmc_granulocyte_sorted_10k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_granulocyte_sorted_10k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.19225001973009237
10x_pbmc_granulocyte_sorted_10k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0
10x_pbmc_granulocyte_sorted_10k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.19714308262962665
10x_pbmc_granulocyte_sorted_3k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.9106227106227106
10x_pbmc_granulocyte_sorted_3k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.908058608058608
10x_pbmc_granulocyte_sorted_3k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_granulocyte_sorted_3k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_granulocyte_sorted_3k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.23479853479853485
10x_pbmc_granulocyte_sorted_3k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0.8611721611721612
10x_pbmc_granulocyte_sorted_3k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.2322344322344322
10x_pbmc_unsorted_10k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.940854556935382
10x_pbmc_unsorted_10k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.9185434645337823
10x_pbmc_unsorted_10k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_unsorted_10k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_unsorted_10k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.22893425945415002
10x_pbmc_unsorted_10k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0
10x_pbmc_unsorted_10k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.23819546762085175
10x_pbmc_unsorted_3k_JE	baseline_lmds	10x	JE	baseline	rfoob_celltype_accuracy	0.8987920339536403
10x_pbmc_unsorted_3k_JE	baseline_mnn	10x	JE	baseline	rfoob_celltype_accuracy	0.881488736532811
10x_pbmc_unsorted_3k_JE	baseline_pca	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_unsorted_3k_JE	baseline_umap	10x	JE	baseline	rfoob_celltype_accuracy	0
10x_pbmc_unsorted_3k_JE	dummy_random	10x	JE	dummy	rfoob_celltype_accuracy	0.24094025465230162
10x_pbmc_unsorted_3k_JE	dummy_solution	10x	JE	dummy	rfoob_celltype_accuracy	0.534443356186745
10x_pbmc_unsorted_3k_JE	dummy_zeros	10x	JE	dummy	rfoob_celltype_accuracy	0.17368592882794642
azimuth_ref_JE	baseline_lmds	azimuth	JE	baseline	rfoob_celltype_accuracy	0
azimuth_ref_JE	baseline_mnn	azimuth	JE	baseline	rfoob_celltype_accuracy	0
azimuth_ref_JE	baseline_pca	azimuth	JE	baseline	rfoob_celltype_accuracy	0
azimuth_ref_JE	baseline_umap	azimuth	JE	baseline	rfoob_celltype_accuracy	0
azimuth_ref_JE	dummy_random	azimuth	JE	dummy	rfoob_celltype_accuracy	0
azimuth_ref_JE	dummy_solution	azimuth	JE	dummy	rfoob_celltype_accuracy	0
azimuth_ref_JE	dummy_zeros	azimuth	JE	dummy	rfoob_celltype_accuracy	0.26390296975841354
babel_GM12878_JE	baseline_lmds	babel	JE	baseline	rfoob_celltype_accuracy	0.9469001148105626
babel_GM12878_JE	baseline_mnn	babel	JE	baseline	rfoob_celltype_accuracy	0.8810275545350172
babel_GM12878_JE	baseline_pca	babel	JE	baseline	rfoob_celltype_accuracy	0
babel_GM12878_JE	baseline_umap	babel	JE	baseline	rfoob_celltype_accuracy	0
babel_GM12878_JE	dummy_random	babel	JE	dummy	rfoob_celltype_accuracy	0.28071182548794493
babel_GM12878_JE	dummy_solution	babel	JE	dummy	rfoob_celltype_accuracy	0.9975602755453502
babel_GM12878_JE	dummy_zeros	babel	JE	dummy	rfoob_celltype_accuracy	0.28358208955223885
dyngen_atac_1_JE	baseline_lmds	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9537223340040242
dyngen_atac_1_JE	baseline_mnn	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9688128772635815
dyngen_atac_1_JE	baseline_pca	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9185110663983903
dyngen_atac_1_JE	baseline_umap	dyngen	JE	baseline	rfoob_celltype_accuracy	0.8732394366197183
dyngen_atac_1_JE	dummy_random	dyngen	JE	dummy	rfoob_celltype_accuracy	0.3380281690140845
dyngen_atac_1_JE	dummy_solution	dyngen	JE	dummy	rfoob_celltype_accuracy	0.5160965794768612
dyngen_atac_1_JE	dummy_zeros	dyngen	JE	dummy	rfoob_celltype_accuracy	0.33098591549295775
dyngen_atac_2_JE	baseline_lmds	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9535353535353536
dyngen_atac_2_JE	baseline_mnn	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9646464646464646
dyngen_atac_2_JE	baseline_pca	dyngen	JE	baseline	rfoob_celltype_accuracy	0.8646464646464647
dyngen_atac_2_JE	baseline_umap	dyngen	JE	baseline	rfoob_celltype_accuracy	0.8202020202020202
dyngen_atac_2_JE	dummy_random	dyngen	JE	dummy	rfoob_celltype_accuracy	0.37070707070707065
dyngen_atac_2_JE	dummy_solution	dyngen	JE	dummy	rfoob_celltype_accuracy	0.604040404040404
dyngen_atac_2_JE	dummy_zeros	dyngen	JE	dummy	rfoob_celltype_accuracy	0.3606060606060606
dyngen_atac_3_JE	baseline_lmds	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9678068410462777
dyngen_atac_3_JE	baseline_mnn	dyngen	JE	baseline	rfoob_celltype_accuracy	0.96579476861167
dyngen_atac_3_JE	baseline_pca	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9164989939637826
dyngen_atac_3_JE	baseline_umap	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9084507042253521
dyngen_atac_3_JE	dummy_random	dyngen	JE	dummy	rfoob_celltype_accuracy	0.261569416498994
dyngen_atac_3_JE	dummy_solution	dyngen	JE	dummy	rfoob_celltype_accuracy	0.3561368209255533
dyngen_atac_3_JE	dummy_zeros	dyngen	JE	dummy	rfoob_celltype_accuracy	0.26961770623742454
dyngen_citeseq_1_JE	baseline_lmds	dyngen	JE	baseline	rfoob_celltype_accuracy	0.969758064516129
dyngen_citeseq_1_JE	baseline_mnn	dyngen	JE	baseline	rfoob_celltype_accuracy	0.966733870967742
dyngen_citeseq_1_JE	baseline_pca	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9415322580645161
dyngen_citeseq_1_JE	baseline_umap	dyngen	JE	baseline	rfoob_celltype_accuracy	0.9435483870967742
dyngen_citeseq_1_JE	dummy_random	dyngen	JE	dummy	rfoob_celltype_accuracy	0.33467741935483875
dyngen_citeseq_1_JE	dummy_solution	dyngen	JE	dummy	rfoob_celltype_accuracy	0.49092741935483875
dyngen_citeseq_1_JE	dummy_zeros	dyngen	JE	dummy	rfoob_celltype_accuracy	0.34979838709677424
dyngen_citeseq_2_JE	baseline_lmds	dyngen	JE	baseline	rfoob_celltype_accuracy	0.96
dyngen_citeseq_2_JE	baseline_mnn	dyngen	JE	baseline	rfoob_celltype_accuracy	0.961
dyngen_citeseq_2_JE	baseline_pca	dyngen	JE	baseline	rfoob_celltype_accuracy	0.892
dyngen_citeseq_2_JE	baseline_umap	dyngen	JE	baseline	rfoob_celltype_accuracy	0.881
dyngen_citeseq_2_JE	dummy_random	dyngen	JE	dummy	rfoob_celltype_accuracy	0.346
dyngen_citeseq_2_JE	dummy_solution	dyngen	JE	dummy	rfoob_celltype_accuracy	0.47
dyngen_citeseq_2_JE	dummy_zeros	dyngen	JE	dummy	rfoob_celltype_accuracy	0.362
dyngen_citeseq_3_JE	baseline_lmds	dyngen	JE	baseline	rfoob_celltype_accuracy	0.956
dyngen_citeseq_3_JE	baseline_mnn	dyngen	JE	baseline	rfoob_celltype_accuracy	0.966
dyngen_citeseq_3_JE	baseline_pca	dyngen	JE	baseline	rfoob_celltype_accuracy	0.903
dyngen_citeseq_3_JE	baseline_umap	dyngen	JE	baseline	rfoob_celltype_accuracy	0.879
dyngen_citeseq_3_JE	dummy_random	dyngen	JE	dummy	rfoob_celltype_accuracy	0.276
dyngen_citeseq_3_JE	dummy_solution	dyngen	JE	dummy	rfoob_celltype_accuracy	0.385
